id,doc_id,type,context,stanford_sentence_id,stanford_token_start,stanford_token_end
XIN_ENG_20030624.0085-E4-9,XIN_ENG_20030624.0085,PER,"Zhang Zuoyi",5,1,2
XIN_ENG_20030624.0085-E4-10,XIN_ENG_20030624.0085,PER,"director of the Nuclear Energy Technology and Design
Institute attached to Qinghua University",5,4,4
XIN_ENG_20030624.0085-E6-11,XIN_ENG_20030624.0085,ORG,"the Nuclear Energy Technology and Design
Institute attached to Qinghua University",5,7,12
XIN_ENG_20030624.0085-E6-14,XIN_ENG_20030624.0085,ORG,"the institute",6,16,16
XIN_ENG_20030624.0085-E7-13,XIN_ENG_20030624.0085,ORG,"Beijing Evening News",5,23,25
XIN_ENG_20030624.0085-E7-15,XIN_ENG_20030624.0085,ORG,"the paper",6,21,21
XIN_ENG_20030624.0085-E7-16,XIN_ENG_20030624.0085,ORG,it,7,11,11
XIN_ENG_20030624.0085-E8-1,XIN_ENG_20030624.0085,GPE,China,1,1,1
XIN_ENG_20030624.0085-E9-3,XIN_ENG_20030624.0085,GPE,Yantai,3,1,1
XIN_ENG_20030624.0085-E9-18,XIN_ENG_20030624.0085,GPE,"Yantai City",1,14,15
XIN_ENG_20030624.0085-E9-27,XIN_ENG_20030624.0085,GPE,"the city",2,31,31
XIN_ENG_20030624.0085-E10-19,XIN_ENG_20030624.0085,LOC,"east China",1,18,18
XIN_ENG_20030624.0085-E11-2,XIN_ENG_20030624.0085,GPE,"the Shandong Peninsula",2,37,38
XIN_ENG_20030624.0085-E11-5,XIN_ENG_20030624.0085,GPE,Shandong,3,6,6
XIN_ENG_20030624.0085-E11-17,XIN_ENG_20030624.0085,GPE,"east China's Shandong Province",1,20,21
XIN_ENG_20030624.0085-E11-20,XIN_ENG_20030624.0085,GPE,"the Shandong
provincial government",2,11,11
XIN_ENG_20030624.0085-E11-25,XIN_ENG_20030624.0085,GPE,Shandong,2,9,9
XIN_ENG_20030624.0085-E14-23,XIN_ENG_20030624.0085,PER,"Officials with the Development Planning Commission of the Shandong
provincial government",2,1,1
XIN_ENG_20030624.0085-E15-24,XIN_ENG_20030624.0085,ORG,"the Development Planning Commission of the Shandong
provincial government",2,4,6
XIN_ENG_20030624.0085-E17-12,XIN_ENG_20030624.0085,ORG,"Qinghua University",5,15,16
XIN_ENG_20030624.0085-E17-26,XIN_ENG_20030624.0085,ORG,"Qinghua University",2,22,23
XIN_ENG_20030624.0085-V1-1,XIN_ENG_20030624.0085,Numeric,"1.6 billion yuan",4,16,18
XIN_ENG_20030624.0085-V2-1,XIN_ENG_20030624.0085,Numeric,"nearly 200 million US dollars",4,20,24
XIN_ENG_20030624.0085-V3-1,XIN_ENG_20030624.0085,Numeric,"3.75 yuan",5,39,40
CNN_ENG_20030602_102826.13-E1-1,CNN_ENG_20030602_102826.13,PER,he,7,1,1
CNN_ENG_20030602_102826.13-E1-43,CNN_ENG_20030602_102826.13,PER,"the prosecutor",6,2,2
CNN_ENG_20030602_102826.13-E2-4,CNN_ENG_20030602_102826.13,PER,"an
individual",11,6,6
CNN_ENG_20030602_102826.13-E3-5,CNN_ENG_20030602_102826.13,PER,prosecutors,12,1,1
CNN_ENG_20030602_102826.13-E4-6,CNN_ENG_20030602_102826.13,PER,"a handwriting expert",14,7,7
CNN_ENG_20030602_102826.13-E5-11,CNN_ENG_20030602_102826.13,PER,who,15,18,18
CNN_ENG_20030602_102826.13-E5-22,CNN_ENG_20030602_102826.13,PER,"linda franklin",15,12,13
CNN_ENG_20030602_102826.13-E5-25,CNN_ENG_20030602_102826.13,PER,"the fbi analyst",15,17,17
CNN_ENG_20030602_102826.13-E6-10,CNN_ENG_20030602_102826.13,ORG,fbi,15,16,16
CNN_ENG_20030602_102826.13-E7-12,CNN_ENG_20030602_102826.13,ORG,"home depot",15,24,25
CNN_ENG_20030602_102826.13-E8-13,CNN_ENG_20030602_102826.13,FAC,"a home depot parking lot",15,27,27
CNN_ENG_20030602_102826.13-E9-14,CNN_ENG_20030602_102826.13,PER,sniper,16,8,8
CNN_ENG_20030602_102826.13-E10-16,CNN_ENG_20030602_102826.13,GPE,state,11,16,16
CNN_ENG_20030602_102826.13-E11-17,CNN_ENG_20030602_102826.13,GPE,washington,16,14,14
CNN_ENG_20030602_102826.13-E12-19,CNN_ENG_20030602_102826.13,PER,"jeanne meserve",19,1,2
CNN_ENG_20030602_102826.13-E13-20,CNN_ENG_20030602_102826.13,ORG,cnn,19,4,4
CNN_ENG_20030602_102826.13-E14-18,CNN_ENG_20030602_102826.13,PER,"a member of the
victim's class",4,32,32
CNN_ENG_20030602_102826.13-E14-40,CNN_ENG_20030602_102826.13,PER,"every resident of fairfax county",4,25,25
CNN_ENG_20030602_102826.13-E15-21,CNN_ENG_20030602_102826.13,PER,"a juror",5,9,9
CNN_ENG_20030602_102826.13-E16-24,CNN_ENG_20030602_102826.13,GPE,"here in the greater washington area",16,10,10
CNN_ENG_20030602_102826.13-E18-26,CNN_ENG_20030602_102826.13,LOC,"the greater washington area",16,15,15
CNN_ENG_20030602_102826.13-E19-7,CNN_ENG_20030602_102826.13,PER,malvo,15,1,1
CNN_ENG_20030602_102826.13-E19-27,CNN_ENG_20030602_102826.13,PER,"lee boyd malvo",1,11,13
CNN_ENG_20030602_102826.13-E19-30,CNN_ENG_20030602_102826.13,PER,sniper,1,17,17
CNN_ENG_20030602_102826.13-E19-31,CNN_ENG_20030602_102826.13,PER,"the
teenage sniper suspect",1,18,18
CNN_ENG_20030602_102826.13-E19-34,CNN_ENG_20030602_102826.13,PER,malvo,3,18,18
CNN_ENG_20030602_102826.13-E19-37,CNN_ENG_20030602_102826.13,PER,malvo,4,12,12
CNN_ENG_20030602_102826.13-E22-3,CNN_ENG_20030602_102826.13,PER,"defense attorneys",11,2,2
CNN_ENG_20030602_102826.13-E22-15,CNN_ENG_20030602_102826.13,PER,their,4,1,1
CNN_ENG_20030602_102826.13-E22-33,CNN_ENG_20030602_102826.13,PER,"defense attorneys",3,2,2
CNN_ENG_20030602_102826.13-E22-39,CNN_ENG_20030602_102826.13,PER,they,4,21,21
CNN_ENG_20030602_102826.13-E23-35,CNN_ENG_20030602_102826.13,PER,"the jury pool",3,26,26
CNN_ENG_20030602_102826.13-E24-36,CNN_ENG_20030602_102826.13,PER,jury,3,25,25
CNN_ENG_20030602_102826.13-E25-29,CNN_ENG_20030602_102826.13,GPE,virginia,19,9,9
CNN_ENG_20030602_102826.13-E25-38,CNN_ENG_20030602_102826.13,GPE,virginia,4,15,15
CNN_ENG_20030602_102826.13-E27-2,CNN_ENG_20030602_102826.13,GPE,"fairfax county",9,8,9
CNN_ENG_20030602_102826.13-E27-8,CNN_ENG_20030602_102826.13,GPE,"fairfax
county",15,6,7
CNN_ENG_20030602_102826.13-E27-9,CNN_ENG_20030602_102826.13,GPE,"here in fairfax
county",15,4,4
CNN_ENG_20030602_102826.13-E27-23,CNN_ENG_20030602_102826.13,GPE,"fairfax
county, virginia",19,6,7
CNN_ENG_20030602_102826.13-E27-41,CNN_ENG_20030602_102826.13,GPE,"fairfax county",4,27,28
CNN_ENG_20030602_102826.13-E28-42,CNN_ENG_20030602_102826.13,PER,"the
victim",4,35,35
CNN_ENG_20030602_102826.13-T3-1,CNN_ENG_20030602_102826.13,Time,today,17,1,1
CNN_ENG_20030602_102826.13-T4-1,CNN_ENG_20030602_102826.13,Time,"this fall",18,9,10
CNN_ENG_20030602_102826.13-V1-1,CNN_ENG_20030602_102826.13,Crime,"the murder of linda franklin, the fbi analyst who was
gunned down in a home depot parking lot",15,9,27
CNN_ENG_20030516_123543.8-E1-2,CNN_ENG_20030516_123543.8,FAC,"aol headquarters",8,11,11
CNN_ENG_20030516_123543.8-E2-3,CNN_ENG_20030516_123543.8,ORG,aol,8,10,10
CNN_ENG_20030516_123543.8-E2-6,CNN_ENG_20030516_123543.8,ORG,"the company",9,19,19
CNN_ENG_20030516_123543.8-E2-8,CNN_ENG_20030516_123543.8,ORG,"the company",9,27,27
CNN_ENG_20030516_123543.8-E2-11,CNN_ENG_20030516_123543.8,ORG,"aol time warner",10,20,22
CNN_ENG_20030516_123543.8-E2-25,CNN_ENG_20030516_123543.8,ORG,"aol time warner",2,8,10
CNN_ENG_20030516_123543.8-E2-26,CNN_ENG_20030516_123543.8,ORG,"the media giant",3,3,3
CNN_ENG_20030516_123543.8-E2-34,CNN_ENG_20030516_123543.8,ORG,"the home team here",5,14,14
CNN_ENG_20030516_123543.8-E2-35,CNN_ENG_20030516_123543.8,ORG,"cnn's
parent company",5,20,20
CNN_ENG_20030516_123543.8-E3-4,CNN_ENG_20030516_123543.8,PER,"the individual investor",9,8,8
CNN_ENG_20030516_123543.8-E3-7,CNN_ENG_20030516_123543.8,PER,their,9,22,22
CNN_ENG_20030516_123543.8-E4-5,CNN_ENG_20030516_123543.8,PER,"management of the company",9,16,16
CNN_ENG_20030516_123543.8-E5-18,CNN_ENG_20030516_123543.8,PER,"any of us",5,25,25
CNN_ENG_20030516_123543.8-E6-9,CNN_ENG_20030516_123543.8,PER,who,10,10,10
CNN_ENG_20030516_123543.8-E6-10,CNN_ENG_20030516_123543.8,PER,"a lot of small
investors who are still upset over the sinking stock price
of aol time warner",10,9,9
CNN_ENG_20030516_123543.8-E7-12,CNN_ENG_20030516_123543.8,PER,"a number of
individual investors who voiced their con",12,10,10
CNN_ENG_20030516_123543.8-E7-13,CNN_ENG_20030516_123543.8,PER,who,12,11,11
CNN_ENG_20030516_123543.8-E7-14,CNN_ENG_20030516_123543.8,PER,their,12,13,13
CNN_ENG_20030516_123543.8-E8-1,CNN_ENG_20030516_123543.8,PER,he,1,1,1
CNN_ENG_20030516_123543.8-E8-16,CNN_ENG_20030516_123543.8,PER,scapegoat,1,4,4
CNN_ENG_20030516_123543.8-E8-24,CNN_ENG_20030516_123543.8,PER,"steve
case",2,3,4
CNN_ENG_20030516_123543.8-E9-15,CNN_ENG_20030516_123543.8,LOC,here,8,1,1
CNN_ENG_20030516_123543.8-E9-22,CNN_ENG_20030516_123543.8,LOC,"northern
virginia",8,4,4
CNN_ENG_20030516_123543.8-E11-23,CNN_ENG_20030516_123543.8,ORG,media,3,2,2
CNN_ENG_20030516_123543.8-E13-27,CNN_ENG_20030516_123543.8,PER,investigators,4,1,1
CNN_ENG_20030516_123543.8-E14-28,CNN_ENG_20030516_123543.8,PER,shareholders,4,8,8
CNN_ENG_20030516_123543.8-E15-29,CNN_ENG_20030516_123543.8,GPE,virginia,4,12,12
CNN_ENG_20030516_123543.8-E16-17,CNN_ENG_20030516_123543.8,ORG,cnn,5,17,17
CNN_ENG_20030516_123543.8-E16-19,CNN_ENG_20030516_123543.8,ORG,we,10,2,2
CNN_ENG_20030516_123543.8-E16-20,CNN_ENG_20030516_123543.8,ORG,us,5,27,27
CNN_ENG_20030516_123543.8-E16-21,CNN_ENG_20030516_123543.8,ORG,we,12,3,3
CNN_ENG_20030516_123543.8-E16-30,CNN_ENG_20030516_123543.8,ORG,we,5,2,2
CNN_ENG_20030516_123543.8-E16-32,CNN_ENG_20030516_123543.8,ORG,we,5,8,8
CNN_ENG_20030516_123543.8-E17-31,CNN_ENG_20030516_123543.8,PER,"greg clarkin",5,5,6
CNN_ENG_20030516_123543.8-E19-36,CNN_ENG_20030516_123543.8,PER,kyra,6,5,5
CNN_ENG_20030516_123543.8-T2-1,CNN_ENG_20030516_123543.8,Time,today,2,1,1
CNN_ENG_20030516_123543.8-T4-1,CNN_ENG_20030516_123543.8,Time,today,4,10,10
CNN_ENG_20030516_123543.8-V1-1,CNN_ENG_20030516_123543.8,Numeric,70%,11,8,9
APW_ENG_20030610.0554-E1-62,APW_ENG_20030610.0554,ORG,Boeing,2,16,16
APW_ENG_20030610.0554-E2-2,APW_ENG_20030610.0554,PER,"launch officials",3,11,11
APW_ENG_20030610.0554-E3-3,APW_ENG_20030610.0554,VEH,"The second rover, named Opportunity",4,3,3
APW_ENG_20030610.0554-E3-4,APW_ENG_20030610.0554,VEH,Opportunity,4,6,6
APW_ENG_20030610.0554-E5-8,APW_ENG_20030610.0554,VEH,Each,6,1,1
APW_ENG_20030610.0554-E6-9,APW_ENG_20030610.0554,LOC,Earth,7,8,8
APW_ENG_20030610.0554-E7-10,APW_ENG_20030610.0554,FAC,"stations
that will track the spacecraft",3,20,20
APW_ENG_20030610.0554-E7-11,APW_ENG_20030610.0554,FAC,that,3,21,21
APW_ENG_20030610.0554-E8-13,APW_ENG_20030610.0554,PER,scientists,8,13,13
APW_ENG_20030610.0554-E8-14,APW_ENG_20030610.0554,PER,Scientists,9,1,1
APW_ENG_20030610.0554-E8-19,APW_ENG_20030610.0554,PER,scientists,11,8,8
APW_ENG_20030610.0554-E9-17,APW_ENG_20030610.0554,LOC,"opposite sides of the planet",10,9,9
APW_ENG_20030610.0554-E10-25,APW_ENG_20030610.0554,ORG,NASA,16,1,1
APW_ENG_20030610.0554-E10-30,APW_ENG_20030610.0554,ORG,"The space agency",17,3,3
APW_ENG_20030610.0554-E10-40,APW_ENG_20030610.0554,ORG,its,16,3,3
APW_ENG_20030610.0554-E11-6,APW_ENG_20030610.0554,LOC,Mars,4,22,22
APW_ENG_20030610.0554-E11-12,APW_ENG_20030610.0554,LOC,Mars,8,5,5
APW_ENG_20030610.0554-E11-15,APW_ENG_20030610.0554,LOC,Mars,9,8,8
APW_ENG_20030610.0554-E11-18,APW_ENG_20030610.0554,LOC,"the planet",10,12,12
APW_ENG_20030610.0554-E11-23,APW_ENG_20030610.0554,LOC,"the planet",14,21,21
APW_ENG_20030610.0554-E11-24,APW_ENG_20030610.0554,LOC,"the planet",15,25,25
APW_ENG_20030610.0554-E11-26,APW_ENG_20030610.0554,LOC,Mars,16,4,4
APW_ENG_20030610.0554-E11-27,APW_ENG_20030610.0554,LOC,Mars,15,10,10
APW_ENG_20030610.0554-E11-28,APW_ENG_20030610.0554,LOC,Martian,12,16,16
APW_ENG_20030610.0554-E11-29,APW_ENG_20030610.0554,LOC,Mars,16,14,14
APW_ENG_20030610.0554-E11-36,APW_ENG_20030610.0554,LOC,Mars,18,13,13
APW_ENG_20030610.0554-E11-42,APW_ENG_20030610.0554,LOC,there,8,23,23
APW_ENG_20030610.0554-E11-52,APW_ENG_20030610.0554,LOC,Mars,1,8,8
APW_ENG_20030610.0554-E11-53,APW_ENG_20030610.0554,LOC,"the red planet where the golf-cart-sized
vehicles will search for evidence that there was once enough water to
support life on Mars",1,21,21
APW_ENG_20030610.0554-E11-54,APW_ENG_20030610.0554,LOC,where,1,22,22
APW_ENG_20030610.0554-E11-56,APW_ENG_20030610.0554,LOC,Mars,1,42,42
APW_ENG_20030610.0554-E13-31,APW_ENG_20030610.0554,VEH,"the space shuttle Columbia",17,15,15
APW_ENG_20030610.0554-E13-32,APW_ENG_20030610.0554,VEH,"the space shuttle",17,14,14
APW_ENG_20030610.0554-E13-44,APW_ENG_20030610.0554,VEH,Columbia,18,7,7
APW_ENG_20030610.0554-E15-33,APW_ENG_20030610.0554,GPE,Texas,17,18,18
APW_ENG_20030610.0554-E16-34,APW_ENG_20030610.0554,PER,"all
seven crew members",17,24,24
APW_ENG_20030610.0554-E18-5,APW_ENG_20030610.0554,VEH,both,4,16,16
APW_ENG_20030610.0554-E18-7,APW_ENG_20030610.0554,VEH,"the $800 million rovers",5,10,10
APW_ENG_20030610.0554-E18-16,APW_ENG_20030610.0554,VEH,"The rovers",10,2,2
APW_ENG_20030610.0554-E18-20,APW_ENG_20030610.0554,VEH,"The rovers",12,2,2
APW_ENG_20030610.0554-E18-21,APW_ENG_20030610.0554,VEH,"The rovers",14,2,2
APW_ENG_20030610.0554-E18-22,APW_ENG_20030610.0554,VEH,they,14,16,16
APW_ENG_20030610.0554-E18-35,APW_ENG_20030610.0554,VEH,"both Mars rovers",18,14,14
APW_ENG_20030610.0554-E18-37,APW_ENG_20030610.0554,VEH,Rover,19,9,9
APW_ENG_20030610.0554-E18-38,APW_ENG_20030610.0554,VEH,their,14,12,12
APW_ENG_20030610.0554-E18-41,APW_ENG_20030610.0554,VEH,"robotic
geologists",5,14,14
APW_ENG_20030610.0554-E18-50,APW_ENG_20030610.0554,VEH,"two Mars rovers",1,9,9
APW_ENG_20030610.0554-E18-55,APW_ENG_20030610.0554,VEH,"the golf-cart-sized
vehicles",1,27,27
APW_ENG_20030610.0554-E20-39,APW_ENG_20030610.0554,LOC,"The rovers' landing sites",10,5,5
APW_ENG_20030610.0554-E20-43,APW_ENG_20030610.0554,LOC,their,10,17,17
APW_ENG_20030610.0554-E25-46,APW_ENG_20030610.0554,VEH,"the spacecraft",3,25,25
APW_ENG_20030610.0554-E25-48,APW_ENG_20030610.0554,VEH,"A rocket holding the first of two Mars rovers",1,2,2
APW_ENG_20030610.0554-E25-60,APW_ENG_20030610.0554,VEH,"a Boeing Delta II rocket",2,19,19
APW_ENG_20030610.0554-E25-61,APW_ENG_20030610.0554,VEH,"Delta II",2,17,18
APW_ENG_20030610.0554-E26-49,APW_ENG_20030610.0554,VEH,"the first of two Mars rovers",1,5,5
APW_ENG_20030610.0554-E26-51,APW_ENG_20030610.0554,VEH,"The rover named Spirit",2,2,2
APW_ENG_20030610.0554-E26-58,APW_ENG_20030610.0554,VEH,Spirit,2,4,4
APW_ENG_20030610.0554-E30-57,APW_ENG_20030610.0554,VEH,golf-cart,1,24,25
APW_ENG_20030610.0554-E32-59,APW_ENG_20030610.0554,FAC,"the Cape Canaveral Air Force
Station",2,9,13
APW_ENG_20030610.0554-T2-1,APW_ENG_20030610.0554,Time,Tuesday,1,12,12
APW_ENG_20030610.0554-T3-1,APW_ENG_20030610.0554,Time,seven-month,1,15,16
APW_ENG_20030610.0554-T5-1,APW_ENG_20030610.0554,Time,"1:58 p.m",2,21,22
APW_ENG_20030610.0554-T7-1,APW_ENG_20030610.0554,Time,"later this
month",4,11,13
APW_ENG_20030610.0554-T8-1,APW_ENG_20030610.0554,Time,January,4,24,24
APW_ENG_20030610.0554-T12-1,APW_ENG_20030610.0554,Time,"four years ago",16,15,17
APW_ENG_20030610.0554-T13-1,APW_ENG_20030610.0554,Time,February,17,10,10
APW_ENG_20030610.0554-V1-1,APW_ENG_20030610.0554,Numeric,"$800 million",5,7,9
APW_ENG_20030610.0554-V2-1,APW_ENG_20030610.0554,Contact-Info,http://mars.jpl.nasa.gov/mer,19,12,12
BACONSREBELLION_20050205.1919-E1-90,BACONSREBELLION_20050205.1919,ORG,D,5,4,4
BACONSREBELLION_20050205.1919-E2-3,BACONSREBELLION_20050205.1919,PER,"chair of the caucus",5,8,8
BACONSREBELLION_20050205.1919-E2-67,BACONSREBELLION_20050205.1919,PER,Del,4,1,1
BACONSREBELLION_20050205.1919-E2-100,BACONSREBELLION_20050205.1919,PER,"Del. Dwight Jones (D-Richmond",5,1,2
BACONSREBELLION_20050205.1919-E3-7,BACONSREBELLION_20050205.1919,ORG,"black businesses",5,39,39
BACONSREBELLION_20050205.1919-E4-8,BACONSREBELLION_20050205.1919,PER,black,5,38,38
BACONSREBELLION_20050205.1919-E4-39,BACONSREBELLION_20050205.1919,PER,African-American,14,13,14
BACONSREBELLION_20050205.1919-E4-46,BACONSREBELLION_20050205.1919,PER,African-American,20,6,7
BACONSREBELLION_20050205.1919-E4-50,BACONSREBELLION_20050205.1919,PER,"African Americans",22,9,10
BACONSREBELLION_20050205.1919-E4-51,BACONSREBELLION_20050205.1919,PER,they,22,23,23
BACONSREBELLION_20050205.1919-E4-74,BACONSREBELLION_20050205.1919,PER,"the African-American
community",14,15,15
BACONSREBELLION_20050205.1919-E4-75,BACONSREBELLION_20050205.1919,PER,"the African-American
community",20,8,8
BACONSREBELLION_20050205.1919-E4-76,BACONSREBELLION_20050205.1919,PER,"the
African-American community in the City of Richmond",2,7,7
BACONSREBELLION_20050205.1919-E4-77,BACONSREBELLION_20050205.1919,PER,their,15,6,6
BACONSREBELLION_20050205.1919-E4-91,BACONSREBELLION_20050205.1919,PER,African-American,2,5,6
BACONSREBELLION_20050205.1919-E5-9,BACONSREBELLION_20050205.1919,PER,I,6,1,1
BACONSREBELLION_20050205.1919-E5-40,BACONSREBELLION_20050205.1919,PER,Will,19,3,3
BACONSREBELLION_20050205.1919-E5-42,BACONSREBELLION_20050205.1919,PER,your,19,7,7
BACONSREBELLION_20050205.1919-E5-101,BACONSREBELLION_20050205.1919,PER,"Will Vehrs",1,1,2
BACONSREBELLION_20050205.1919-E6-10,BACONSREBELLION_20050205.1919,PER,"any neutral management consultant worth his or her salt",6,6,6
BACONSREBELLION_20050205.1919-E6-81,BACONSREBELLION_20050205.1919,PER,his,6,8,8
BACONSREBELLION_20050205.1919-E6-82,BACONSREBELLION_20050205.1919,PER,her,6,10,10
BACONSREBELLION_20050205.1919-E7-11,BACONSREBELLION_20050205.1919,PER,Scott,28,1,1
BACONSREBELLION_20050205.1919-E8-15,BACONSREBELLION_20050205.1919,ORG,their,9,7,7
BACONSREBELLION_20050205.1919-E8-84,BACONSREBELLION_20050205.1919,ORG,"their ""own"" agency",9,11,11
BACONSREBELLION_20050205.1919-E9-14,BACONSREBELLION_20050205.1919,PER,"business clients",8,8,8
BACONSREBELLION_20050205.1919-E10-89,BACONSREBELLION_20050205.1919,ORG,"publications like the Richmond Free Press",1,12,12
BACONSREBELLION_20050205.1919-E11-16,BACONSREBELLION_20050205.1919,PER,"Governor Warner",9,16,16
BACONSREBELLION_20050205.1919-E11-17,BACONSREBELLION_20050205.1919,PER,Governor,9,15,15
BACONSREBELLION_20050205.1919-E13-19,BACONSREBELLION_20050205.1919,PER,"Sen. George Allen",10,14,15
BACONSREBELLION_20050205.1919-E13-34,BACONSREBELLION_20050205.1919,PER,Allen,12,12,12
BACONSREBELLION_20050205.1919-E13-37,BACONSREBELLION_20050205.1919,PER,Allen,13,7,7
BACONSREBELLION_20050205.1919-E13-43,BACONSREBELLION_20050205.1919,PER,Allen,19,13,13
BACONSREBELLION_20050205.1919-E13-66,BACONSREBELLION_20050205.1919,PER,Sen,10,13,13
BACONSREBELLION_20050205.1919-E13-72,BACONSREBELLION_20050205.1919,PER,he,12,17,17
BACONSREBELLION_20050205.1919-E14-20,BACONSREBELLION_20050205.1919,PER,"staff writer Skeeter Faulk",10,9,10
BACONSREBELLION_20050205.1919-E14-33,BACONSREBELLION_20050205.1919,PER,Faulk,12,1,1
BACONSREBELLION_20050205.1919-E14-36,BACONSREBELLION_20050205.1919,PER,Faulk,13,1,1
BACONSREBELLION_20050205.1919-E14-79,BACONSREBELLION_20050205.1919,PER,"staff writer",10,8,8
BACONSREBELLION_20050205.1919-E15-21,BACONSREBELLION_20050205.1919,PER,staff,10,7,7
BACONSREBELLION_20050205.1919-E15-94,BACONSREBELLION_20050205.1919,PER,staff,3,6,6
BACONSREBELLION_20050205.1919-E16-22,BACONSREBELLION_20050205.1919,FAC,"the new Federal courthouse in
downtown Richmond",10,23,23
BACONSREBELLION_20050205.1919-E17-23,BACONSREBELLION_20050205.1919,PER,"Spottswood W. Robinson III",10,28,31
BACONSREBELLION_20050205.1919-E17-24,BACONSREBELLION_20050205.1919,PER,"a noted NAACP lawyer
and federal judge",10,36,36
BACONSREBELLION_20050205.1919-E17-25,BACONSREBELLION_20050205.1919,PER,"a noted NAACP lawyer
and federal judge",10,39,39
BACONSREBELLION_20050205.1919-E17-30,BACONSREBELLION_20050205.1919,PER,Robinson,11,1,1
BACONSREBELLION_20050205.1919-E17-44,BACONSREBELLION_20050205.1919,PER,"Spottswood Robins",19,17,18
BACONSREBELLION_20050205.1919-E20-27,BACONSREBELLION_20050205.1919,ORG,NAACP,10,35,35
BACONSREBELLION_20050205.1919-E21-29,BACONSREBELLION_20050205.1919,PER,"Thurgood Marshall",11,4,5
BACONSREBELLION_20050205.1919-E22-31,BACONSREBELLION_20050205.1919,PER,Brown,11,7,7
BACONSREBELLION_20050205.1919-E23-1,BACONSREBELLION_20050205.1919,ORG,"the Richmond Free Press",1,15,17
BACONSREBELLION_20050205.1919-E23-63,BACONSREBELLION_20050205.1919,ORG,"The RFP",2,2,2
BACONSREBELLION_20050205.1919-E23-73,BACONSREBELLION_20050205.1919,ORG,"the Richmond Free Press",33,9,11
BACONSREBELLION_20050205.1919-E24-32,BACONSREBELLION_20050205.1919,ORG,"Board of Education",11,9,11
BACONSREBELLION_20050205.1919-E25-35,BACONSREBELLION_20050205.1919,PER,"its sympathizers",12,27,27
BACONSREBELLION_20050205.1919-E26-38,BACONSREBELLION_20050205.1919,PER,"a Republican",14,7,7
BACONSREBELLION_20050205.1919-E28-41,BACONSREBELLION_20050205.1919,PER,I,19,5,5
BACONSREBELLION_20050205.1919-E28-49,BACONSREBELLION_20050205.1919,PER,I,22,1,1
BACONSREBELLION_20050205.1919-E28-52,BACONSREBELLION_20050205.1919,PER,I,24,2,2
BACONSREBELLION_20050205.1919-E28-69,BACONSREBELLION_20050205.1919,PER,myself,23,3,3
BACONSREBELLION_20050205.1919-E28-70,BACONSREBELLION_20050205.1919,PER,I,23,1,1
BACONSREBELLION_20050205.1919-E28-95,BACONSREBELLION_20050205.1919,PER,"Jim Bacon",16,1,2
BACONSREBELLION_20050205.1919-E29-45,BACONSREBELLION_20050205.1919,GPE,"Among some segments of the African-American
community",20,3,3
BACONSREBELLION_20050205.1919-E31-47,BACONSREBELLION_20050205.1919,ORG,"the Democratic
Party as a whole",21,10,11
BACONSREBELLION_20050205.1919-E31-48,BACONSREBELLION_20050205.1919,ORG,"as a whole",21,14,14
BACONSREBELLION_20050205.1919-E31-54,BACONSREBELLION_20050205.1919,ORG,"the Democratic Party",24,27,28
BACONSREBELLION_20050205.1919-E31-58,BACONSREBELLION_20050205.1919,ORG,"the Democratic Party",25,21,22
BACONSREBELLION_20050205.1919-E33-53,BACONSREBELLION_20050205.1919,PER,"many (not all, but many)
within the Democratic Party",24,17,17
BACONSREBELLION_20050205.1919-E34-55,BACONSREBELLION_20050205.1919,PER,"not all",24,20,20
BACONSREBELLION_20050205.1919-E35-56,BACONSREBELLION_20050205.1919,VEH,"the wagons",24,32,32
BACONSREBELLION_20050205.1919-E36-57,BACONSREBELLION_20050205.1919,ORG,Republicans,25,11,11
BACONSREBELLION_20050205.1919-E37-59,BACONSREBELLION_20050205.1919,ORG,"Media
General",33,1,2
BACONSREBELLION_20050205.1919-E38-60,BACONSREBELLION_20050205.1919,ORG,Richmond.com,33,5,5
BACONSREBELLION_20050205.1919-E39-61,BACONSREBELLION_20050205.1919,ORG,"the VPAF",33,18,18
BACONSREBELLION_20050205.1919-E40-62,BACONSREBELLION_20050205.1919,FAC,"Virginia Performing Arts
Center",33,21,24
BACONSREBELLION_20050205.1919-E41-64,BACONSREBELLION_20050205.1919,PER,we,33,27,27
BACONSREBELLION_20050205.1919-E42-65,BACONSREBELLION_20050205.1919,ORG,"Times Dispatch",33,2,3
BACONSREBELLION_20050205.1919-E45-68,BACONSREBELLION_20050205.1919,PER,"many young African-Americans",23,12,13
BACONSREBELLION_20050205.1919-E46-71,BACONSREBELLION_20050205.1919,GPE,Confederate,12,23,23
BACONSREBELLION_20050205.1919-E47-78,BACONSREBELLION_20050205.1919,LOC,"downtown Richmond",10,26,26
BACONSREBELLION_20050205.1919-E49-6,BACONSREBELLION_20050205.1919,PER,Lazarus,5,31,31
BACONSREBELLION_20050205.1919-E49-80,BACONSREBELLION_20050205.1919,PER,"staff writer",3,7,7
BACONSREBELLION_20050205.1919-E49-93,BACONSREBELLION_20050205.1919,PER,"staff writer Jeremy M. Lazarus",3,8,10
BACONSREBELLION_20050205.1919-E50-83,BACONSREBELLION_20050205.1919,PER,you,15,4,4
BACONSREBELLION_20050205.1919-E50-86,BACONSREBELLION_20050205.1919,PER,you,20,18,18
