id,doc_id,subtype,stanford_sentence_id,stanford_token
alt.religion.mormon_20050103.0854-EV8-1,alt.religion.mormon_20050103.0854,Marry,3,17
alt.religion.mormon_20050103.0854-EV9-1,alt.religion.mormon_20050103.0854,Marry,11,15
alt.religion.mormon_20050103.0854-EV10-1,alt.religion.mormon_20050103.0854,Marry,20,27
alt.religion.mormon_20050103.0854-EV11-1,alt.religion.mormon_20050103.0854,Marry,28,35
CNN_CF_20030305.1900.02-EV1-1,CNN_CF_20030305.1900.02,Attack,17,35
CNN_CF_20030305.1900.02-EV2-1,CNN_CF_20030305.1900.02,Transfer-Ownership,38,6
CNN_CF_20030305.1900.02-EV3-1,CNN_CF_20030305.1900.02,Meet,3,6
CNN_CF_20030305.1900.02-EV4-1,CNN_CF_20030305.1900.02,Attack,4,6
CNN_CF_20030305.1900.02-EV5-1,CNN_CF_20030305.1900.02,Attack,6,27
CNN_CF_20030305.1900.02-EV5-2,CNN_CF_20030305.1900.02,Attack,7,3
CNN_CF_20030305.1900.02-EV5-3,CNN_CF_20030305.1900.02,Attack,10,9
CNN_CF_20030305.1900.02-EV5-4,CNN_CF_20030305.1900.02,Attack,7,11
CNN_CF_20030305.1900.02-EV5-5,CNN_CF_20030305.1900.02,Attack,52,20
CNN_CF_20030305.1900.02-EV6-1,CNN_CF_20030305.1900.02,End-Position,22,24
CNN_CF_20030305.1900.02-EV7-1,CNN_CF_20030305.1900.02,Arrest-Jail,23,9
CNN_CF_20030305.1900.02-EV8-1,CNN_CF_20030305.1900.02,Attack,27,6
CNN_CF_20030305.1900.02-EV9-1,CNN_CF_20030305.1900.02,Arrest-Jail,29,12
CNN_CF_20030305.1900.02-EV10-1,CNN_CF_20030305.1900.02,Arrest-Jail,33,7
CNN_CF_20030305.1900.02-EV11-1,CNN_CF_20030305.1900.02,Attack,35,25
CNN_CF_20030305.1900.02-EV12-1,CNN_CF_20030305.1900.02,Attack,42,13
CNN_CF_20030305.1900.02-EV13-1,CNN_CF_20030305.1900.02,Die,43,16
CNN_CF_20030305.1900.02-EV14-1,CNN_CF_20030305.1900.02,Attack,45,15
CNN_CF_20030305.1900.02-EV15-1,CNN_CF_20030305.1900.02,Die,48,8
CNN_ENG_20030617_193116.10-EV1-1,CNN_ENG_20030617_193116.10,Transport,53,17
CNN_ENG_20030617_193116.10-EV2-1,CNN_ENG_20030617_193116.10,Transport,11,7
CNN_ENG_20030617_193116.10-EV3-1,CNN_ENG_20030617_193116.10,Transport,53,21
CNN_ENG_20030617_193116.10-EV4-1,CNN_ENG_20030617_193116.10,Transport,23,3
CNN_ENG_20030617_193116.10-EV4-2,CNN_ENG_20030617_193116.10,Transport,24,14
CNN_ENG_20030617_193116.10-EV4-3,CNN_ENG_20030617_193116.10,Transport,42,8
CNN_ENG_20030617_193116.10-EV5-1,CNN_ENG_20030617_193116.10,Be-Born,27,5
CNN_ENG_20030617_193116.10-EV5-2,CNN_ENG_20030617_193116.10,Be-Born,48,41
CNN_ENG_20030617_193116.10-EV6-1,CNN_ENG_20030617_193116.10,Meet,53,8
CNN_ENG_20030617_193116.10-EV7-1,CNN_ENG_20030617_193116.10,Meet,7,9
CNN_ENG_20030617_193116.10-EV8-1,CNN_ENG_20030617_193116.10,Meet,46,6
CNN_ENG_20030617_193116.10-EV9-1,CNN_ENG_20030617_193116.10,Phone-Write,84,6
APW_ENG_20030502.0470-EV1-1,APW_ENG_20030502.0470,Die,4,26
APW_ENG_20030502.0470-EV1-2,APW_ENG_20030502.0470,Die,5,12
APW_ENG_20030502.0470-EV1-3,APW_ENG_20030502.0470,Die,1,10
APW_ENG_20030502.0470-EV1-4,APW_ENG_20030502.0470,Die,10,19
APW_ENG_20030502.0470-EV1-5,APW_ENG_20030502.0470,Die,17,22
APW_ENG_20030502.0470-EV1-6,APW_ENG_20030502.0470,Die,18,8
APW_ENG_20030502.0470-EV1-7,APW_ENG_20030502.0470,Die,22,4
APW_ENG_20030502.0470-EV2-1,APW_ENG_20030502.0470,Transport,6,6
APW_ENG_20030502.0470-EV3-1,APW_ENG_20030502.0470,Die,12,14
APW_ENG_20030502.0470-EV4-1,APW_ENG_20030502.0470,Attack,32,3
CNN_ENG_20030415_173752.0-EV1-1,CNN_ENG_20030415_173752.0,Transfer-Ownership,3,12
CNN_ENG_20030415_173752.0-EV2-1,CNN_ENG_20030415_173752.0,Attack,3,38
CNN_ENG_20030415_173752.0-EV3-1,CNN_ENG_20030415_173752.0,Die,3,56
CNN_ENG_20030415_173752.0-EV4-1,CNN_ENG_20030415_173752.0,Attack,7,10
CNN_ENG_20030415_173752.0-EV5-1,CNN_ENG_20030415_173752.0,Die,5,25
CNN_ENG_20030415_173752.0-EV6-1,CNN_ENG_20030415_173752.0,Charge-Indict,6,3
CNN_ENG_20030415_173752.0-EV6-2,CNN_ENG_20030415_173752.0,Charge-Indict,6,6
AGGRESSIVEVOICEDAILY_20041101.1144-EV1-1,AGGRESSIVEVOICEDAILY_20041101.1144,Attack,5,36
AGGRESSIVEVOICEDAILY_20041101.1144-EV2-1,AGGRESSIVEVOICEDAILY_20041101.1144,Start-Position,10,22
alt.politics.economics_20041206.1835-EV1-1,alt.politics.economics_20041206.1835,Phone-Write,9,5
alt.politics.economics_20041206.1835-EV2-1,alt.politics.economics_20041206.1835,Phone-Write,10,25
CNN_ENG_20030604_102828.6-EV1-1,CNN_ENG_20030604_102828.6,Trial-Hearing,2,7
CNN_ENG_20030604_102828.6-EV2-1,CNN_ENG_20030604_102828.6,Convict,3,9
CNN_ENG_20030604_102828.6-EV3-1,CNN_ENG_20030604_102828.6,Sentence,4,5
CNN_ENG_20030604_102828.6-EV4-1,CNN_ENG_20030604_102828.6,Sentence,6,6
CNN_ENG_20030604_102828.6-EV4-2,CNN_ENG_20030604_102828.6,Sentence,11,12
CNN_ENG_20030604_102828.6-EV5-1,CNN_ENG_20030604_102828.6,Attack,7,13
CNN_ENG_20030604_102828.6-EV6-1,CNN_ENG_20030604_102828.6,Appeal,1,13
CNN_ENG_20030604_102828.6-EV7-1,CNN_ENG_20030604_102828.6,Sentence,1,17
CNN_ENG_20030604_102828.6-EV8-1,CNN_ENG_20030604_102828.6,Charge-Indict,5,2
CNN_ENG_20030604_102828.6-EV9-1,CNN_ENG_20030604_102828.6,Sentence,11,21
fsh_29348-EV1-1,fsh_29348,Attack,57,22
fsh_29348-EV2-1,fsh_29348,Transport,57,2
fsh_29348-EV3-1,fsh_29348,Die,2,1
fsh_29348-EV3-2,fsh_29348,Die,2,12
fsh_29348-EV3-3,fsh_29348,Die,3,6
fsh_29348-EV3-4,fsh_29348,Die,5,15
fsh_29348-EV4-1,fsh_29348,Attack,22,51
fsh_29348-EV5-1,fsh_29348,Start-Position,46,21
fsh_29348-EV6-1,fsh_29348,Injure,57,91
CNN_CF_20030303.1900.00-EV1-1,CNN_CF_20030303.1900.00,Transport,3,29
CNN_CF_20030303.1900.00-EV1-2,CNN_CF_20030303.1900.00,Transport,13,8
CNN_CF_20030303.1900.00-EV2-1,CNN_CF_20030303.1900.00,Elect,6,4
CNN_CF_20030303.1900.00-EV3-1,CNN_CF_20030303.1900.00,Elect,10,24
CNN_CF_20030303.1900.00-EV4-1,CNN_CF_20030303.1900.00,Start-Position,15,1
CNN_CF_20030303.1900.00-EV5-1,CNN_CF_20030303.1900.00,Start-Position,18,5
CNN_CF_20030303.1900.00-EV6-1,CNN_CF_20030303.1900.00,Nominate,22,20
CNN_CF_20030303.1900.00-EV7-1,CNN_CF_20030303.1900.00,Nominate,25,19
CNN_CF_20030303.1900.00-EV8-1,CNN_CF_20030303.1900.00,Attack,37,15
CNN_CF_20030303.1900.00-EV9-1,CNN_CF_20030303.1900.00,End-Position,35,8
BACONSREBELLION_20050222.1348-EV1-1,BACONSREBELLION_20050222.1348,Transfer-Ownership,2,4
BACONSREBELLION_20050222.1348-EV2-1,BACONSREBELLION_20050222.1348,Transfer-Ownership,3,13
APW_ENG_20030410.0906-EV1-1,APW_ENG_20030410.0906,Meet,12,3
APW_ENG_20030410.0906-EV1-2,APW_ENG_20030410.0906,Meet,23,6
APW_ENG_20030410.0906-EV2-1,APW_ENG_20030410.0906,Trial-Hearing,27,37
APW_ENG_20030410.0906-EV3-1,APW_ENG_20030410.0906,Start-Position,22,14
APW_ENG_20030410.0906-EV4-1,APW_ENG_20030410.0906,Meet,5,31
APW_ENG_20030410.0906-EV4-2,APW_ENG_20030410.0906,Meet,7,9
APW_ENG_20030410.0906-EV4-3,APW_ENG_20030410.0906,Meet,17,7
APW_ENG_20030410.0906-EV4-4,APW_ENG_20030410.0906,Meet,1,22
APW_ENG_20030410.0906-EV5-1,APW_ENG_20030410.0906,Attack,19,21
APW_ENG_20030410.0906-EV5-2,APW_ENG_20030410.0906,Attack,1,20
APW_ENG_20030410.0906-EV6-1,APW_ENG_20030410.0906,Transport,1,41
APW_ENG_20030410.0906-EV7-1,APW_ENG_20030410.0906,Meet,10,2
APW_ENG_20030410.0906-EV8-1,APW_ENG_20030410.0906,Meet,11,37
APW_ENG_20030410.0906-EV9-1,APW_ENG_20030410.0906,Meet,11,44
APW_ENG_20030410.0906-EV10-1,APW_ENG_20030410.0906,Meet,18,4
APW_ENG_20030410.0906-EV10-2,APW_ENG_20030410.0906,Meet,17,13
APW_ENG_20030410.0906-EV11-1,APW_ENG_20030410.0906,Attack,25,30
APW_ENG_20030410.0906-EV12-1,APW_ENG_20030410.0906,Attack,33,7
APW_ENG_20030410.0906-EV12-2,APW_ENG_20030410.0906,Attack,27,14
APW_ENG_20030410.0906-EV13-1,APW_ENG_20030410.0906,Die,27,16
APW_ENG_20030410.0906-EV14-1,APW_ENG_20030410.0906,Transport,27,51
APW_ENG_20030410.0906-EV15-1,APW_ENG_20030410.0906,Sue,34,2
APW_ENG_20030410.0906-EV15-2,APW_ENG_20030410.0906,Sue,31,38
APW_ENG_20030410.0906-EV16-1,APW_ENG_20030410.0906,Trial-Hearing,32,14
APW_ENG_20030410.0906-EV17-1,APW_ENG_20030410.0906,Transfer-Money,34,6
APW_ENG_20030410.0906-EV18-1,APW_ENG_20030410.0906,Convict,34,11
APW_ENG_20030410.0906-EV19-1,APW_ENG_20030410.0906,Execute,35,3
APW_ENG_20030410.0906-EV20-1,APW_ENG_20030410.0906,Sentence,35,10
CNN_ENG_20030422_213527.4-EV1-1,CNN_ENG_20030422_213527.4,Attack,5,5
CNN_ENG_20030422_213527.4-EV2-1,CNN_ENG_20030422_213527.4,Transport,9,35
CNN_ENG_20030422_213527.4-EV3-1,CNN_ENG_20030422_213527.4,Transport,9,26
CNN_ENG_20030422_213527.4-EV4-1,CNN_ENG_20030422_213527.4,Transport,11,8
CNN_ENG_20030422_213527.4-EV5-1,CNN_ENG_20030422_213527.4,Transport,12,5
CNN_ENG_20030422_213527.4-EV6-1,CNN_ENG_20030422_213527.4,Transport,15,2
CNN_ENG_20030422_213527.4-EV7-1,CNN_ENG_20030422_213527.4,End-Org,16,13
CNN_ENG_20030422_213527.4-EV8-1,CNN_ENG_20030422_213527.4,Transport,19,3
CNN_ENG_20030422_213527.4-EV9-1,CNN_ENG_20030422_213527.4,Transport,19,13
CNN_IP_20030405.1600.02-EV1-1,CNN_IP_20030405.1600.02,Attack,17,5
CNN_IP_20030405.1600.02-EV2-1,CNN_IP_20030405.1600.02,Attack,20,3
CNN_IP_20030405.1600.02-EV3-1,CNN_IP_20030405.1600.02,Transport,38,28
CNN_IP_20030405.1600.02-EV4-1,CNN_IP_20030405.1600.02,Attack,51,36
CNN_IP_20030405.1600.02-EV5-1,CNN_IP_20030405.1600.02,Attack,52,7
CNN_IP_20030405.1600.02-EV6-1,CNN_IP_20030405.1600.02,Transport,55,29
CNN_IP_20030405.1600.02-EV7-1,CNN_IP_20030405.1600.02,Attack,58,31
CNN_IP_20030405.1600.02-EV8-1,CNN_IP_20030405.1600.02,Attack,68,9
CNN_IP_20030405.1600.02-EV9-1,CNN_IP_20030405.1600.02,Transport,71,12
CNN_IP_20030405.1600.02-EV10-1,CNN_IP_20030405.1600.02,Die,73,39
CNN_IP_20030405.1600.02-EV11-1,CNN_IP_20030405.1600.02,Transport,60,15
XIN_ENG_20030317.0177-EV1-1,XIN_ENG_20030317.0177,Transfer-Ownership,4,12
XIN_ENG_20030317.0177-EV2-1,XIN_ENG_20030317.0177,End-Position,6,14
XIN_ENG_20030317.0177-EV3-1,XIN_ENG_20030317.0177,Attack,1,19
XIN_ENG_20030317.0177-EV4-1,XIN_ENG_20030317.0177,Meet,3,26
XIN_ENG_20030317.0177-EV5-1,XIN_ENG_20030317.0177,Transfer-Ownership,5,4
XIN_ENG_20030317.0177-EV6-1,XIN_ENG_20030317.0177,Attack,6,25
CNN_IP_20030404.1600.00-1-EV1-1,CNN_IP_20030404.1600.00-1,Attack,1,3
CNN_IP_20030404.1600.00-1-EV2-1,CNN_IP_20030404.1600.00-1,Attack,2,5
CNN_IP_20030404.1600.00-1-EV3-1,CNN_IP_20030404.1600.00-1,Transport,9,12
CNN_IP_20030404.1600.00-1-EV4-1,CNN_IP_20030404.1600.00-1,Attack,7,7
CNN_IP_20030404.1600.00-1-EV5-1,CNN_IP_20030404.1600.00-1,Attack,12,13
CNN_IP_20030404.1600.00-1-EV6-1,CNN_IP_20030404.1600.00-1,Transport,18,23
CNN_IP_20030404.1600.00-1-EV7-1,CNN_IP_20030404.1600.00-1,Die,19,9
CNN_IP_20030404.1600.00-1-EV8-1,CNN_IP_20030404.1600.00-1,Attack,20,5
CNN_IP_20030404.1600.00-1-EV9-1,CNN_IP_20030404.1600.00-1,Attack,22,7
CNN_IP_20030404.1600.00-1-EV9-2,CNN_IP_20030404.1600.00-1,Attack,22,13
CNN_IP_20030404.1600.00-1-EV10-1,CNN_IP_20030404.1600.00-1,Attack,25,15
CNN_IP_20030404.1600.00-1-EV11-1,CNN_IP_20030404.1600.00-1,Attack,27,23
CNN_IP_20030404.1600.00-1-EV12-1,CNN_IP_20030404.1600.00-1,Attack,27,37
CNN_IP_20030404.1600.00-1-EV13-1,CNN_IP_20030404.1600.00-1,Transport,25,4
CNN_IP_20030404.1600.00-1-EV13-2,CNN_IP_20030404.1600.00-1,Transport,28,14
CNN_ENG_20030424_183556.7-EV1-1,CNN_ENG_20030424_183556.7,End-Position,7,8
CNN_ENG_20030424_183556.7-EV1-2,CNN_ENG_20030424_183556.7,End-Position,12,3
CNN_ENG_20030424_183556.7-EV2-1,CNN_ENG_20030424_183556.7,Start-Position,7,15
CNN_ENG_20030424_183556.7-EV3-1,CNN_ENG_20030424_183556.7,Declare-Bankruptcy,14,24
CNN_ENG_20030424_183556.7-EV3-2,CNN_ENG_20030424_183556.7,Declare-Bankruptcy,10,18
CNN_ENG_20030424_183556.7-EV4-1,CNN_ENG_20030424_183556.7,End-Position,17,11
CNN_ENG_20030424_183556.7-EV5-1,CNN_ENG_20030424_183556.7,End-Position,6,26
CNNHL_ENG_20030610_230438.14-EV1-1,CNNHL_ENG_20030610_230438.14,Arrest-Jail,1,6
CNNHL_ENG_20030610_230438.14-EV2-1,CNNHL_ENG_20030610_230438.14,Arrest-Jail,2,14
CNNHL_ENG_20030610_230438.14-EV3-1,CNNHL_ENG_20030610_230438.14,Charge-Indict,4,3
MARKBACKER_20041202.0711-EV1-1,MARKBACKER_20041202.0711,Charge-Indict,11,9
CNN_ENG_20030630_075848.7-EV1-1,CNN_ENG_20030630_075848.7,Nominate,1,6
CNN_ENG_20030630_075848.7-EV2-1,CNN_ENG_20030630_075848.7,Start-Position,2,16
CNN_ENG_20030630_075848.7-EV3-1,CNN_ENG_20030630_075848.7,End-Position,4,2
CNN_ENG_20030630_075848.7-EV4-1,CNN_ENG_20030630_075848.7,Charge-Indict,4,7
rec.boats_20050130.1006-EV1-1,rec.boats_20050130.1006,Elect,11,11
rec.boats_20050130.1006-EV1-2,rec.boats_20050130.1006,Elect,13,32
rec.boats_20050130.1006-EV1-3,rec.boats_20050130.1006,Elect,14,6
rec.boats_20050130.1006-EV2-1,rec.boats_20050130.1006,Elect,6,18
rec.boats_20050130.1006-EV3-1,rec.boats_20050130.1006,Elect,9,47
rec.boats_20050130.1006-EV4-1,rec.boats_20050130.1006,Sue,11,2
rec.boats_20050130.1006-EV5-1,rec.boats_20050130.1006,Elect,13,12
rec.boats_20050130.1006-EV5-2,rec.boats_20050130.1006,Elect,1,27
rec.boats_20050130.1006-EV6-1,rec.boats_20050130.1006,Elect,3,8
rec.boats_20050130.1006-EV6-2,rec.boats_20050130.1006,Elect,9,42
rec.boats_20050130.1006-EV6-3,rec.boats_20050130.1006,Elect,2,5
rec.boats_20050130.1006-EV6-4,rec.boats_20050130.1006,Elect,32,5
rec.boats_20050130.1006-EV6-5,rec.boats_20050130.1006,Elect,39,44
rec.boats_20050130.1006-EV6-6,rec.boats_20050130.1006,Elect,47,24
rec.boats_20050130.1006-EV7-1,rec.boats_20050130.1006,Elect,15,13
rec.boats_20050130.1006-EV8-1,rec.boats_20050130.1006,Elect,31,10
rec.boats_20050130.1006-EV9-1,rec.boats_20050130.1006,Attack,33,17
rec.boats_20050130.1006-EV10-1,rec.boats_20050130.1006,Elect,33,22
rec.boats_20050130.1006-EV10-2,rec.boats_20050130.1006,Elect,33,34
rec.boats_20050130.1006-EV11-1,rec.boats_20050130.1006,Elect,35,15
rec.boats_20050130.1006-EV12-1,rec.boats_20050130.1006,Elect,48,3
rec.boats_20050130.1006-EV13-1,rec.boats_20050130.1006,Elect,38,13
CNNHL_ENG_20030428_123600.14-EV1-1,CNNHL_ENG_20030428_123600.14,Transport,2,5
CNNHL_ENG_20030428_123600.14-EV2-1,CNNHL_ENG_20030428_123600.14,Transport,7,4
CNNHL_ENG_20030428_123600.14-EV3-1,CNNHL_ENG_20030428_123600.14,Transport,3,6
CNN_CF_20030303.1900.06-2-EV1-1,CNN_CF_20030303.1900.06-2,Attack,6,18
CNN_CF_20030303.1900.06-2-EV1-2,CNN_CF_20030303.1900.06-2,Attack,14,4
CNN_CF_20030303.1900.06-2-EV1-3,CNN_CF_20030303.1900.06-2,Attack,16,4
CNN_CF_20030303.1900.06-2-EV2-1,CNN_CF_20030303.1900.06-2,Attack,19,16
CNN_CF_20030303.1900.06-2-EV3-1,CNN_CF_20030303.1900.06-2,Demonstrate,14,11
CNN_CF_20030303.1900.06-2-EV4-1,CNN_CF_20030303.1900.06-2,Attack,19,18
CNN_CF_20030303.1900.06-2-EV4-2,CNN_CF_20030303.1900.06-2,Attack,6,24
fsh_29302-EV1-1,fsh_29302,Sentence,49,20
fsh_29302-EV2-1,fsh_29302,Execute,50,20
fsh_29302-EV3-1,fsh_29302,Convict,2,8
fsh_29302-EV4-1,fsh_29302,Die,25,4
fsh_29302-EV4-2,fsh_29302,Die,60,32
fsh_29302-EV4-3,fsh_29302,Die,2,10
fsh_29302-EV5-1,fsh_29302,Sentence,2,22
fsh_29302-EV6-1,fsh_29302,Sentence,6,4
fsh_29302-EV7-1,fsh_29302,Die,32,12
fsh_29302-EV8-1,fsh_29302,Execute,46,25
fsh_29302-EV9-1,fsh_29302,Attack,52,35
fsh_29302-EV10-1,fsh_29302,Execute,53,18
fsh_29302-EV11-1,fsh_29302,Die,55,14
fsh_29302-EV12-1,fsh_29302,Attack,65,7
fsh_29302-EV13-1,fsh_29302,Transport,66,23
fsh_29302-EV14-1,fsh_29302,Trial-Hearing,5,7
fsh_29302-EV14-2,fsh_29302,Trial-Hearing,23,7
fsh_29302-EV14-3,fsh_29302,Trial-Hearing,23,28
fsh_29302-EV14-4,fsh_29302,Trial-Hearing,23,34
fsh_29302-EV14-5,fsh_29302,Trial-Hearing,60,9
fsh_29302-EV14-6,fsh_29302,Trial-Hearing,61,14
fsh_29302-EV14-7,fsh_29302,Trial-Hearing,64,21
fsh_29302-EV14-8,fsh_29302,Trial-Hearing,71,27
fsh_29302-EV14-9,fsh_29302,Trial-Hearing,5,21
CNN_IP_20030412.1600.03-EV1-1,CNN_IP_20030412.1600.03,Transport,1,7
CNN_IP_20030412.1600.03-EV2-1,CNN_IP_20030412.1600.03,End-Position,5,10
CNN_IP_20030412.1600.03-EV2-2,CNN_IP_20030412.1600.03,End-Position,7,9
CNN_IP_20030412.1600.03-EV3-1,CNN_IP_20030412.1600.03,Transport,6,4
CNN_IP_20030412.1600.03-EV3-2,CNN_IP_20030412.1600.03,Transport,10,13
CNN_IP_20030412.1600.03-EV4-1,CNN_IP_20030412.1600.03,Attack,15,15
CNN_IP_20030412.1600.03-EV5-1,CNN_IP_20030412.1600.03,Attack,23,10
CNN_IP_20030412.1600.03-EV6-1,CNN_IP_20030412.1600.03,Transport,39,9
CNN_IP_20030412.1600.03-EV7-1,CNN_IP_20030412.1600.03,Elect,6,16
CNN_IP_20030412.1600.03-EV7-2,CNN_IP_20030412.1600.03,Elect,40,19
MARKETVIEW_20050226.1444-EV1-1,MARKETVIEW_20050226.1444,Transfer-Money,2,42
MARKETVIEW_20050226.1444-EV2-1,MARKETVIEW_20050226.1444,Transfer-Money,3,9
CNN_IP_20030329.1600.01-1-EV1-1,CNN_IP_20030329.1600.01-1,Attack,16,6
CNN_IP_20030329.1600.01-1-EV2-1,CNN_IP_20030329.1600.01-1,Attack,17,8
CNN_IP_20030329.1600.01-1-EV3-1,CNN_IP_20030329.1600.01-1,Phone-Write,18,3
CNN_IP_20030329.1600.01-1-EV4-1,CNN_IP_20030329.1600.01-1,Attack,7,15
CNN_IP_20030329.1600.01-1-EV5-1,CNN_IP_20030329.1600.01-1,Transport,15,44
CNN_IP_20030329.1600.01-1-EV6-1,CNN_IP_20030329.1600.01-1,Transport,15,54
CNN_IP_20030329.1600.01-1-EV7-1,CNN_IP_20030329.1600.01-1,Attack,6,62
CNN_IP_20030329.1600.01-1-EV8-1,CNN_IP_20030329.1600.01-1,Attack,7,3
CNN_IP_20030329.1600.01-1-EV9-1,CNN_IP_20030329.1600.01-1,Attack,9,7
CNN_IP_20030329.1600.01-1-EV10-1,CNN_IP_20030329.1600.01-1,Attack,9,18
CNN_IP_20030329.1600.01-1-EV11-1,CNN_IP_20030329.1600.01-1,Attack,11,32
CNN_IP_20030329.1600.01-1-EV11-2,CNN_IP_20030329.1600.01-1,Attack,9,34
CNN_IP_20030329.1600.01-1-EV12-1,CNN_IP_20030329.1600.01-1,Attack,9,31
fsh_29350-EV1-1,fsh_29350,Die,2,1
fsh_29350-EV1-2,fsh_29350,Die,2,12
fsh_29350-EV1-3,fsh_29350,Die,16,8
fsh_29350-EV1-4,fsh_29350,Die,22,7
fsh_29350-EV2-1,fsh_29350,Transport,13,20
fsh_29350-EV3-1,fsh_29350,Attack,18,18
fsh_29350-EV3-2,fsh_29350,Attack,43,22
fsh_29350-EV4-1,fsh_29350,Transport,32,8
fsh_29350-EV5-1,fsh_29350,End-Position,44,36
fsh_29350-EV6-1,fsh_29350,Attack,47,80
fsh_29350-EV7-1,fsh_29350,Die,3,6
fsh_29350-EV8-1,fsh_29350,Die,5,15
fsh_29350-EV9-1,fsh_29350,Transport,20,19
fsh_29350-EV10-1,fsh_29350,Attack,45,150
fsh_29350-EV11-1,fsh_29350,Attack,48,25
CNN_ENG_20030429_083016.5-EV1-1,CNN_ENG_20030429_083016.5,End-Position,4,9
APW_ENG_20030519.0548-EV1-1,APW_ENG_20030519.0548,Elect,2,19
APW_ENG_20030519.0548-EV1-2,APW_ENG_20030519.0548,Elect,3,26
APW_ENG_20030519.0548-EV2-1,APW_ENG_20030519.0548,Elect,10,8
APW_ENG_20030519.0548-EV3-1,APW_ENG_20030519.0548,Elect,1,19
APW_ENG_20030519.0548-EV4-1,APW_ENG_20030519.0548,Convict,1,22
APW_ENG_20030519.0548-EV4-2,APW_ENG_20030519.0548,Convict,3,10
APW_ENG_20030519.0548-EV4-3,APW_ENG_20030519.0548,Convict,4,3
APW_ENG_20030519.0548-EV5-1,APW_ENG_20030519.0548,Sentence,5,3
APW_ENG_20030519.0548-EV6-1,APW_ENG_20030519.0548,Pardon,6,14
APW_ENG_20030519.0548-EV7-1,APW_ENG_20030519.0548,Convict,7,14
APW_ENG_20030519.0548-EV8-1,APW_ENG_20030519.0548,Sentence,7,23
APW_ENG_20030519.0548-EV9-1,APW_ENG_20030519.0548,Elect,10,2
Austin-Grad-Community_20050212.2454-EV1-1,Austin-Grad-Community_20050212.2454,Start-Position,1,35
Austin-Grad-Community_20050212.2454-EV1-2,Austin-Grad-Community_20050212.2454,Start-Position,3,3
Austin-Grad-Community_20050212.2454-EV2-1,Austin-Grad-Community_20050212.2454,End-Position,2,19
Austin-Grad-Community_20050212.2454-EV3-1,Austin-Grad-Community_20050212.2454,Meet,3,19
Austin-Grad-Community_20050212.2454-EV4-1,Austin-Grad-Community_20050212.2454,Marry,9,4
Austin-Grad-Community_20050212.2454-EV5-1,Austin-Grad-Community_20050212.2454,Phone-Write,16,7
Austin-Grad-Community_20050212.2454-EV6-1,Austin-Grad-Community_20050212.2454,Phone-Write,17,13
Austin-Grad-Community_20050212.2454-EV7-1,Austin-Grad-Community_20050212.2454,Phone-Write,17,22
CNN_ENG_20030305_170125.1-EV1-1,CNN_ENG_20030305_170125.1,Attack,3,6
CNN_ENG_20030305_170125.1-EV1-2,CNN_ENG_20030305_170125.1,Attack,5,10
CNN_ENG_20030305_170125.1-EV1-3,CNN_ENG_20030305_170125.1,Attack,7,54
CNN_ENG_20030305_170125.1-EV1-4,CNN_ENG_20030305_170125.1,Attack,9,27
CNN_ENG_20030305_170125.1-EV1-5,CNN_ENG_20030305_170125.1,Attack,10,22
CNN_ENG_20030305_170125.1-EV2-1,CNN_ENG_20030305_170125.1,Attack,4,13
CNN_ENG_20030305_170125.1-EV2-2,CNN_ENG_20030305_170125.1,Attack,7,15
CNN_ENG_20030305_170125.1-EV3-1,CNN_ENG_20030305_170125.1,Meet,9,6
CNN_ENG_20030610_133041.17-EV1-1,CNN_ENG_20030610_133041.17,Transport,2,35
CNN_ENG_20030610_133041.17-EV2-1,CNN_ENG_20030610_133041.17,Transport,4,10
CNN_ENG_20030610_133041.17-EV3-1,CNN_ENG_20030610_133041.17,Transport,4,20
CNN_ENG_20030610_133041.17-EV3-2,CNN_ENG_20030610_133041.17,Transport,5,3
CNN_ENG_20030610_133041.17-EV3-3,CNN_ENG_20030610_133041.17,Transport,14,16
CNN_ENG_20030610_133041.17-EV3-4,CNN_ENG_20030610_133041.17,Transport,16,24
CNN_ENG_20030610_133041.17-EV4-1,CNN_ENG_20030610_133041.17,Transport,10,6
CNN_ENG_20030610_133041.17-EV5-1,CNN_ENG_20030610_133041.17,Transport,17,11
CNN_ENG_20030612_173004.2-EV1-1,CNN_ENG_20030612_173004.2,Attack,2,38
CNN_ENG_20030612_173004.2-EV2-1,CNN_ENG_20030612_173004.2,Die,2,49
CNN_ENG_20030508_210555.5-EV1-1,CNN_ENG_20030508_210555.5,Die,1,17
CNN_ENG_20030508_210555.5-EV1-2,CNN_ENG_20030508_210555.5,Die,3,8
CNN_ENG_20030508_210555.5-EV2-1,CNN_ENG_20030508_210555.5,Die,3,11
CNN_ENG_20030508_210555.5-EV3-1,CNN_ENG_20030508_210555.5,Die,1,13
CNN_ENG_20030508_210555.5-EV4-1,CNN_ENG_20030508_210555.5,Die,5,30
CNN_ENG_20030508_210555.5-EV5-1,CNN_ENG_20030508_210555.5,Arrest-Jail,7,24
CNN_ENG_20030508_210555.5-EV6-1,CNN_ENG_20030508_210555.5,Transfer-Ownership,9,4
BACONSREBELLION_20050214.0944-EV1-1,BACONSREBELLION_20050214.0944,Die,2,21
BACONSREBELLION_20050214.0944-EV2-1,BACONSREBELLION_20050214.0944,Die,11,31
BACONSREBELLION_20050214.0944-EV3-1,BACONSREBELLION_20050214.0944,Attack,12,6
